CUST_ID,age,workclass,education,educational-num,marital-status,occupation,gender,hours-per-week,native-country,income,city
C12719,29,Private,Bachelors,13,Never-married,Prof-specialty,Male,53,India,109000,Mumbai
C12720,35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,45,India,209000,Raipur
C12721,30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,75,India,180000,Kolkata
C12722,58,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Male,40,India,197000,Delhi
C12723,17,Private,10th,6,Never-married,Sales,Male,8,India,248000,Mumbai
C12724,42,Private,Bachelors,13,Divorced,Other-service,Male,60,India,209000,Bengaluru
C12725,31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,50,India,213000,Bengaluru
C12726,46,Private,Bachelors,13,Divorced,Craft-repair,Female,40,India,404000,Kolkata
C12727,27,Private,11th,7,Divorced,Prof-specialty,Male,40,India,108000,Ranchi
C12728,71,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,16,India,428000,Kolkata
C12729,32,Private,Bachelors,13,Married-civ-spouse,Sales,Male,50,India,284000,Pune
C12730,62,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,35,India,365000,Bengaluru
C12731,78,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Male,20,India,221000,Ahmedabad
C12732,54,Private,Masters,14,Divorced,Prof-specialty,Male,1,India,408000,Mumbai
C12733,22,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,40,India,291000,Mumbai
C12734,31,Private,HS-grad,9,Never-married,Farming-fishing,Male,60,India,320000,Delhi
C12735,32,Private,Masters,14,Separated,Prof-specialty,Female,35,Iran,441000,Kolkata
C12736,38,Private,HS-grad,9,Never-married,Adm-clerical,Male,47,India,319000,Pune
C12737,77,Private,10th,6,Married-civ-spouse,Other-service,Male,30,India,109000,Vizag
C12738,62,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Male,40,India,481000,Pune
C12739,33,Local-gov,Bachelors,13,Married-civ-spouse,Sales,Male,50,India,351000,Vizag
C12740,40,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,35,India,471000,Lucknow
C12741,65,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,40,India,231000,Pune
C12742,31,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Male,40,Mexico,97000,Patna
C12743,32,Private,9th,5,Married-civ-spouse,Prof-specialty,Male,45,India,375000,Ranchi
C12744,32,Private,Masters,14,Married-civ-spouse,Prof-specialty,Female,20,India,479000,Lucknow
C12745,45,Private,11th,7,Married-civ-spouse,Transport-moving,Male,40,India,247000,Delhi
C12746,70,Private,Masters,14,Married-civ-spouse,Sales,Male,4,India,345000,Bengaluru
C12747,38,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,50,India,467000,Patna
C12748,37,Private,HS-grad,9,Married-civ-spouse,Sales,Male,50,India,473000,Delhi
C12749,30,Private,Assoc-voc,11,Never-married,Craft-repair,Male,40,India,364000,Raipur
C12750,34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,40,India,269000,Lucknow
C12751,19,Private,Some-college,10,Never-married,Prof-specialty,Female,20,India,426000,Lucknow
C12752,54,Self-emp-not-inc,HS-grad,9,Divorced,Prof-specialty,Male,20,India,462000,Vizag
C12753,32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Male,50,India,384000,Ranchi
C12754,32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,401000,Lucknow
C12755,24,Private,HS-grad,9,Never-married,Sales,Female,50,India,256000,Delhi
C12756,35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,40,India,381000,Pune
C12757,28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Female,35,India,314000,Lucknow
C12758,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,60,India,191000,Bengaluru
C12759,41,Private,Some-college,10,Married-civ-spouse,Sales,Male,50,India,361000,Pune
C12760,38,Private,HS-grad,9,Divorced,Other-service,Male,40,India,447000,Raipur
C12761,21,Private,Some-college,10,Never-married,Transport-moving,Male,40,India,195000,Raipur
C12762,31,Local-gov,HS-grad,9,Divorced,Protective-serv,Male,45,India,82000,Mumbai
C12763,22,Private,Bachelors,13,Never-married,Prof-specialty,Female,6,India,303000,Lucknow
C12764,28,State-gov,Some-college,10,Divorced,Adm-clerical,Female,40,India,146000,Delhi
C12765,52,Private,Bachelors,13,Divorced,Prof-specialty,Female,40,India,368000,Delhi
C12766,23,Private,Bachelors,13,Never-married,Sales,Male,40,India,61000,Patna
C12767,37,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Male,99,India,436000,Vizag
C12768,23,Private,9th,5,Married-civ-spouse,Craft-repair,Male,55,India,236000,Pune
C12769,21,Private,HS-grad,9,Never-married,Sales,Female,24,India,232000,Lucknow
C12770,57,Private,HS-grad,9,Divorced,Adm-clerical,Female,40,India,315000,Ahmedabad
C12771,35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,60,India,253000,Raipur
C12772,50,Private,Bachelors,13,Divorced,Exec-managerial,Female,50,India,479000,Lucknow
C12773,45,State-gov,Bachelors,13,Never-married,Exec-managerial,Male,40,India,405000,Pune
C12774,37,Private,Some-college,10,Married-civ-spouse,Tech-support,Female,35,India,498000,Bengaluru
C12775,24,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,114000,Pune
C12776,58,Local-gov,Bachelors,13,Separated,Prof-specialty,Female,40,Jamaica,137000,Mumbai
C12777,50,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Male,50,India,340000,Kolkata
C12778,58,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Male,50,India,264000,Bengaluru
C12779,31,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Male,40,India,166000,Patna
C12780,60,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Female,8,India,232000,Mumbai
C12781,61,Private,HS-grad,9,Widowed,Craft-repair,Male,40,India,436000,Lucknow
C12782,37,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,40,Thailand,216000,Delhi
C12783,27,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,60,India,328000,Delhi
C12784,37,Private,HS-grad,9,Separated,Craft-repair,Female,42,India,359000,Pune
C12786,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,40,India,119000,Mumbai
C12787,31,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Male,35,Mexico,496000,Mumbai
C12788,23,Private,Some-college,10,Never-married,Sales,Female,30,India,128000,Delhi
C12789,44,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,40,India,180000,Bengaluru
C12790,21,Private,Some-college,10,Never-married,Adm-clerical,Female,25,India,274000,Mumbai
C12791,57,Private,Assoc-voc,11,Divorced,Tech-support,Female,44,India,208000,Lucknow
C12792,24,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Male,50,India,174000,Mumbai
C12793,26,Private,Bachelors,13,Never-married,Sales,Male,40,India,289000,Ranchi
C12794,66,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,329000,Kolkata
C12795,60,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,40,India,266000,Delhi
C12796,52,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Male,40,India,124000,Kolkata
C12797,21,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,30,India,237000,Kolkata
C12798,32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Male,60,India,109000,Ranchi
C12799,21,Private,Some-college,10,Never-married,Prof-specialty,Male,40,Mexico,422000,Delhi
C12800,48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,55,India,75000,Patna
C12801,63,Private,Some-college,10,Divorced,Adm-clerical,Female,37,India,262000,Kolkata
C12802,42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,23,India,296000,Pune
C12803,17,Private,HS-grad,9,Never-married,Adm-clerical,Female,5,India,312000,Raipur
C12804,30,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,35,India,256000,Raipur
C12805,33,Private,Some-college,10,Divorced,Exec-managerial,Female,40,India,371000,Mumbai
C12806,55,Private,Assoc-acdm,12,Divorced,Other-service,Female,52,India,137000,Vizag
C12807,39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Male,35,India,478000,Kolkata
C12808,33,Private,Bachelors,13,Never-married,Prof-specialty,Male,40,India,80000,Ahmedabad
C12809,34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,40,Mexico,418000,Ahmedabad
C12810,59,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,8,India,82000,Lucknow
C12811,32,Self-emp-not-inc,Some-college,10,Separated,Other-service,Female,40,India,236000,Patna
C12812,62,Private,HS-grad,9,Divorced,Priv-house-serv,Female,20,India,336000,Ahmedabad
C12813,21,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Male,40,India,423000,Patna
C12814,57,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,40,India,319000,Mumbai
C12815,19,Private,Some-college,10,Never-married,Adm-clerical,Male,35,Germany,226000,Mumbai
C12816,38,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Male,40,India,334000,Kolkata
C12818,38,State-gov,Bachelors,13,Never-married,Sales,Male,20,India,418000,Bengaluru
C12819,20,Private,HS-grad,9,Never-married,Priv-house-serv,Female,40,India,301000,Pune
C12820,24,Private,Bachelors,13,Never-married,Exec-managerial,Female,40,India,106000,Patna
C12821,39,Local-gov,Masters,14,Divorced,Prof-specialty,Female,30,India,274000,Raipur
C12822,24,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,40,India,459000,Bengaluru
C12823,28,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,37,India,211000,Mumbai
C12824,51,Private,11th,7,Divorced,Machine-op-inspct,Female,40,India,234000,Lucknow
C12825,27,Private,HS-grad,9,Divorced,Other-service,Female,32,India,280000,Raipur
C12826,38,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Male,40,India,242000,Lucknow
C12827,24,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,40,India,365000,Kolkata
C12828,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,60,India,225000,Raipur
C12829,53,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,451000,Vizag
C12830,35,Private,HS-grad,9,Married-spouse-absent,Transport-moving,Female,40,Dominican-Republic,490000,Ranchi
C12831,37,Private,Assoc-acdm,12,Divorced,Adm-clerical,Female,40,India,493000,Ranchi
C12832,45,Private,Assoc-acdm,12,Separated,Adm-clerical,Female,40,India,206000,Bengaluru
C12833,27,Private,11th,7,Never-married,Sales,Male,35,India,303000,Kolkata
C12834,34,Private,HS-grad,9,Divorced,Tech-support,Female,40,India,181000,Pune
C12835,24,Private,HS-grad,9,Divorced,Other-service,Female,35,India,315000,Kolkata
C12836,69,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,40,India,264000,Delhi
C12837,47,Private,HS-grad,9,Divorced,Adm-clerical,Female,40,India,397000,Vizag
C12838,19,Private,Some-college,10,Never-married,Machine-op-inspct,Male,30,India,315000,Mumbai
C12839,23,Private,Some-college,10,Never-married,Prof-specialty,Male,10,India,361000,Lucknow
C12840,30,State-gov,Some-college,10,Never-married,Protective-serv,Male,45,India,123000,Pune
C12841,71,Private,Assoc-voc,11,Widowed,Prof-specialty,Female,38,India,382000,Delhi
C12842,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,Mexico,417000,Pune
C12843,22,Private,HS-grad,9,Never-married,Adm-clerical,Female,40,India,265000,Delhi
C12844,47,Private,Some-college,10,Never-married,Craft-repair,Male,40,India,423000,Kolkata
C12845,28,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Male,50,India,242000,Pune
C12846,25,Self-emp-not-inc,Some-college,10,Divorced,Prof-specialty,Female,40,India,454000,Lucknow
C12847,38,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Female,45,India,228000,Pune
C12848,33,Private,HS-grad,9,Never-married,Sales,Male,40,India,421000,Vizag
C12849,41,Private,11th,7,Married-civ-spouse,Craft-repair,Male,50,India,135000,Lucknow
C12850,19,Private,12th,8,Never-married,Machine-op-inspct,Male,40,India,207000,Kolkata
C12851,41,Self-emp-not-inc,7th-8th,4,Never-married,Other-service,Female,30,India,456000,Lucknow
C12852,20,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Male,20,India,91000,Ahmedabad
C12853,27,Private,HS-grad,9,Never-married,Prof-specialty,Female,40,India,150000,Delhi
C12854,18,Private,11th,7,Never-married,Prof-specialty,Female,15,India,345000,Raipur
C12855,53,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,72,India,179000,Delhi
C12857,67,Private,HS-grad,9,Widowed,Adm-clerical,Female,21,India,338000,Bengaluru
C12858,47,Private,10th,6,Married-civ-spouse,Prof-specialty,Male,45,India,474000,Vizag
C12859,55,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Female,50,Hungary,485000,Lucknow
C12860,39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,40,India,153000,Vizag
C12861,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,42,India,388000,Delhi
C12862,37,State-gov,Masters,14,Never-married,Exec-managerial,Male,65,India,304000,Ranchi
C12863,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,50,India,441000,Raipur
C12864,32,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Male,60,India,380000,Bengaluru
C12865,20,Private,Some-college,10,Never-married,Other-service,Female,25,India,248000,Bengaluru
C12866,31,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Male,35,Mexico,482000,Kolkata
C12867,47,Private,Some-college,10,Never-married,Sales,Male,45,India,408000,Lucknow
C12868,25,Private,HS-grad,9,Divorced,Craft-repair,Male,40,India,113000,Mumbai
C12869,24,Private,HS-grad,9,Divorced,Protective-serv,Male,40,India,447000,Mumbai
C12871,33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,197000,Mumbai
C12872,45,Private,Some-college,10,Never-married,Exec-managerial,Female,43,India,265000,Vizag
C12873,28,Private,10th,6,Married-AF-spouse,Other-service,Female,40,India,339000,Delhi
C12874,36,Private,Some-college,10,Divorced,Exec-managerial,Female,60,India,363000,Mumbai
C12875,55,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,45,India,114000,Ahmedabad
C12876,51,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Male,60,India,169000,Bengaluru
C12877,22,Private,HS-grad,9,Married-civ-spouse,Sales,Male,42,India,425000,Vizag
C12878,27,Private,Some-college,10,Never-married,Prof-specialty,Male,40,India,133000,Ahmedabad
C12879,37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,40,India,257000,Bengaluru
C12880,23,Private,Some-college,10,Never-married,Other-service,Male,20,India,498000,Delhi
C12881,61,Private,HS-grad,9,Widowed,Adm-clerical,Female,40,India,243000,Vizag
C12883,46,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Male,40,India,359000,Bengaluru
C12884,35,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Male,40,Germany,431000,Raipur
C12885,24,Private,11th,7,Never-married,Sales,Female,36,India,488000,Ranchi
C12886,21,Private,Some-college,10,Never-married,Prof-specialty,Female,35,India,121000,Ranchi
C12887,33,Self-emp-not-inc,Bachelors,13,Separated,Prof-specialty,Male,35,India,453000,Vizag
C12888,60,Private,HS-grad,9,Widowed,Sales,Female,30,India,293000,Ranchi
C12889,36,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,45,India,488000,Pune
C12890,37,Private,HS-grad,9,Never-married,Prof-specialty,Female,40,India,134000,Ahmedabad
C12891,48,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,116000,Delhi
C12892,43,Private,HS-grad,9,Divorced,Adm-clerical,Female,45,India,283000,Delhi
C12893,53,Local-gov,HS-grad,9,Divorced,Adm-clerical,Female,40,India,309000,Ranchi
C12894,31,Private,Assoc-voc,11,Married-civ-spouse,Sales,Male,40,India,78000,Lucknow
C12895,26,Private,HS-grad,9,Never-married,Tech-support,Female,40,India,105000,Bengaluru
C12896,63,Federal-gov,HS-grad,9,Widowed,Adm-clerical,Female,40,India,348000,Mumbai
C12897,51,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,270000,Raipur
C12898,41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,40,India,465000,Ahmedabad
C12899,71,Private,Some-college,10,Widowed,Prof-specialty,Male,40,India,104000,Pune
C12900,39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,70,India,393000,Delhi
C12901,23,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,50,India,481000,Delhi
C12902,35,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,40,India,235000,Delhi
C12903,18,Private,12th,8,Never-married,Machine-op-inspct,Male,4,India,118000,Bengaluru
C12904,44,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,40,India,420000,Lucknow
C12905,19,Private,Some-college,10,Never-married,Sales,Female,25,India,140000,Patna
C12906,28,Private,HS-grad,9,Never-married,Craft-repair,Male,40,India,386000,Vizag
C12907,41,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Male,40,India,496000,Vizag
C12908,52,Private,HS-grad,9,Married-civ-spouse,Tech-support,Male,40,India,403000,Ahmedabad
C12909,27,Private,10th,6,Never-married,Craft-repair,Male,75,India,119000,Kolkata
C12910,29,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,35,India,114000,Kolkata
C12911,59,Private,Bachelors,13,Widowed,Exec-managerial,Female,40,India,495000,Kolkata
C12912,47,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Male,60,India,439000,Pune
C12913,27,Private,Masters,14,Never-married,Prof-specialty,Male,45,India,437000,Bengaluru
C12914,31,Private,HS-grad,9,Divorced,Craft-repair,Male,40,India,298000,Ahmedabad
C12915,42,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Male,45,India,181000,Lucknow
C12916,37,Private,11th,7,Separated,Adm-clerical,Female,40,India,82000,Lucknow
C12917,38,Private,HS-grad,9,Divorced,Sales,Female,40,India,413000,Pune
C12918,24,Private,HS-grad,9,Never-married,Other-service,Male,25,India,272000,Kolkata
C12919,29,State-gov,Masters,14,Never-married,Prof-specialty,Male,40,India,266000,Mumbai
C12920,47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,35,India,203000,Ahmedabad
C12921,26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Female,40,India,204000,Ahmedabad
C12922,43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,45,Poland,156000,Pune
C12923,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,64000,Pune
C12924,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,243000,Ranchi
C12925,41,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Male,30,Mexico,314000,Raipur
C12926,20,Private,Some-college,10,Never-married,Machine-op-inspct,Male,25,India,105000,Vizag
C12927,32,Private,Assoc-voc,11,Never-married,Adm-clerical,Female,35,Cuba,419000,Bengaluru
C12928,38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,45,India,286000,Raipur
C12929,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,38,India,156000,Mumbai
C12930,75,Private,7th-8th,4,Separated,Prof-specialty,Male,50,India,438000,Ahmedabad
C12931,27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,43,India,427000,Ranchi
C12932,35,Private,Bachelors,13,Never-married,Prof-specialty,Male,40,Canada,451000,Pune
C12933,40,Private,Bachelors,13,Married-civ-spouse,Sales,Male,50,India,309000,Delhi
C12934,28,Private,Some-college,10,Widowed,Craft-repair,Male,60,India,229000,Vizag
C12935,25,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,40,Mexico,400000,Lucknow
C12936,29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,340000,Bengaluru
C12937,50,Private,Assoc-voc,11,Never-married,Sales,Male,40,India,203000,Delhi
C12938,42,Private,HS-grad,9,Never-married,Exec-managerial,Male,55,India,496000,Delhi
C12939,47,Private,11th,7,Divorced,Transport-moving,Female,40,India,386000,Vizag
C12941,44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,40,India,478000,Vizag
C12943,27,Local-gov,Bachelors,13,Never-married,Prof-specialty,Female,25,India,302000,Bengaluru
C12944,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,126000,Vizag
C12945,25,Private,HS-grad,9,Married-civ-spouse,Sales,Male,30,India,338000,Pune
C12946,48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Male,50,India,68000,Bengaluru
C12947,22,Private,Assoc-voc,11,Never-married,Prof-specialty,Male,50,India,284000,Lucknow
C12948,40,Private,Some-college,10,Divorced,Tech-support,Male,40,India,156000,Raipur
C12949,46,Private,HS-grad,9,Separated,Craft-repair,Male,2,Italy,125000,Ahmedabad
C12950,25,Private,Some-college,10,Separated,Adm-clerical,Female,40,Ecuador,221000,Kolkata
C12951,17,Private,11th,7,Never-married,Other-service,Male,25,India,376000,Ahmedabad
C12952,61,State-gov,HS-grad,9,Widowed,Adm-clerical,Female,40,India,349000,Bengaluru
C12953,23,Private,Bachelors,13,Never-married,Prof-specialty,Female,20,India,83000,Bengaluru
C12954,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,45,India,100000,Bengaluru
C12955,46,Private,Bachelors,13,Never-married,Prof-specialty,Female,44,India,449000,Delhi
C12956,37,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Male,50,India,196000,Vizag
C12957,31,Private,Bachelors,13,Never-married,Sales,Male,48,India,436000,Pune
C12958,27,State-gov,Some-college,10,Never-married,Craft-repair,Male,40,India,67000,Raipur
C12959,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Female,30,India,177000,Patna
C12960,45,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,45,India,234000,Patna
C12961,22,Private,HS-grad,9,Never-married,Adm-clerical,Male,40,India,61000,Ahmedabad
C12962,34,Private,HS-grad,9,Married-civ-spouse,Sales,Male,45,India,172000,Delhi
C12963,70,Private,10th,6,Widowed,Transport-moving,Female,40,Greece,462000,Kolkata
C12964,45,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Male,50,India,347000,Lucknow
C12965,23,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Male,10,India,432000,Mumbai
C12966,22,Private,Some-college,10,Never-married,Other-service,Female,35,India,311000,Bengaluru
C12967,47,Private,Some-college,10,Married-civ-spouse,Sales,Male,40,India,478000,Ahmedabad
C12968,29,Private,5th-6th,3,Never-married,Other-service,Male,35,Mexico,268000,Mumbai
C12969,40,Private,Bachelors,13,Married-civ-spouse,Tech-support,Male,40,India,384000,Raipur
C12970,33,Private,Some-college,10,Separated,Other-service,Male,40,India,166000,Ahmedabad
C12971,23,Private,HS-grad,9,Never-married,Other-service,Female,35,India,375000,Vizag
C12972,19,Private,HS-grad,9,Never-married,Other-service,Male,40,India,360000,Lucknow
C12973,58,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,40,India,280000,Ahmedabad
C12974,55,Private,Bachelors,13,Married-civ-spouse,Sales,Male,20,India,445000,Patna
C12975,23,Private,Some-college,10,Never-married,Sales,Female,20,India,364000,Vizag
C12976,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Female,45,India,296000,Vizag
C12977,24,Private,12th,8,Never-married,Farming-fishing,Male,30,India,443000,Ranchi
C12978,43,Private,Assoc-voc,11,Married-civ-spouse,Protective-serv,Male,42,India,108000,Bengaluru
C12979,20,Private,Some-college,10,Never-married,Sales,Female,20,India,483000,Patna
C12980,22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Female,37,India,112000,Raipur
C12981,48,Private,Some-college,10,Married-civ-spouse,Transport-moving,Male,40,India,286000,Ranchi
C12982,45,Private,11th,7,Never-married,Sales,Female,35,India,340000,Mumbai
C12983,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,40,India,91000,Vizag
C12984,32,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,40,India,340000,Vizag
C12985,44,Local-gov,Masters,14,Never-married,Exec-managerial,Female,60,India,374000,Vizag
C12986,21,Private,Some-college,10,Never-married,Prof-specialty,Male,30,India,347000,Raipur
C12987,42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Male,40,India,76000,Patna
C12988,35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,60,India,183000,Lucknow
C12989,62,Self-emp-not-inc,Doctorate,16,Widowed,Exec-managerial,Female,40,India,423000,Raipur
C12990,46,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Female,65,India,458000,Vizag
C12991,44,Private,Assoc-acdm,12,Divorced,Exec-managerial,Male,60,India,228000,Delhi
C12992,28,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,40,Mexico,215000,Vizag
C12993,38,Self-emp-not-inc,Assoc-acdm,12,Divorced,Other-service,Female,20,India,117000,Ranchi
C12994,59,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Male,40,India,250000,Ahmedabad
C12995,37,Private,Some-college,10,Divorced,Exec-managerial,Male,55,India,339000,Delhi
C12996,59,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Male,45,India,212000,Raipur
C12997,55,Private,Some-college,10,Divorced,Exec-managerial,Male,40,India,73000,Raipur
C12998,40,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,40,India,228000,Raipur
C12999,22,State-gov,Some-college,10,Never-married,Prof-specialty,Female,32,India,187000,Ahmedabad
C13000,35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,50,India,193000,Ahmedabad
C13001,42,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Male,40,Canada,384000,Ranchi
C13002,45,State-gov,Masters,14,Divorced,Exec-managerial,Female,70,India,458000,Delhi
C13004,48,Private,10th,6,Never-married,Machine-op-inspct,Male,40,India,452000,Vizag
C13005,76,Private,7th-8th,4,Divorced,Prof-specialty,Female,7,India,176000,Ahmedabad
C13006,21,Private,Some-college,10,Never-married,Other-service,Female,18,India,69000,Bengaluru
C13007,31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,45,India,306000,Bengaluru
C13008,65,Self-emp-not-inc,Bachelors,13,Divorced,Other-service,Female,35,India,134000,Vizag
C13009,46,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Craft-repair,Male,45,India,151000,Pune
C13011,18,Private,11th,7,Never-married,Other-service,Male,20,India,413000,Bengaluru
C13012,65,Self-emp-not-inc,Masters,14,Married-spouse-absent,Prof-specialty,Female,40,India,409000,Raipur
C13013,18,Private,Some-college,10,Never-married,Protective-serv,Female,40,India,412000,Pune
C13014,35,Private,Some-college,10,Never-married,Adm-clerical,Female,44,Puerto-Rico,485000,Bengaluru
C13015,53,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,45,India,300000,Kolkata
C13016,34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Female,40,India,462000,Delhi
